kode_produk,nama_produk,harga,stok,kategori,last_updated
PROD-0313,kamus bahasa inggris,120000,0,buku,Dec 07
PROD-1788,kemeja flanel keren,15000,0,pakaian,2025-12-30 00:00:00
PROD-1747,baju anak laki-laki,128000,0,pakaian,Jan 22
PROD-1706,komik jepang lama,0,0,12,buku
PROD-1473,kaos polos combed,120000,0,pakaian,2025-01-13 10:00:00
PROD-1432,kamus bahasa inggris,120000,0,buku,2025-05-18 12:00:00
PROD-0396,powerbank 10000mah,0,12,elektronik,2025-02-27 13:00:00
PROD-0629,baju anak laki-laki,120,12,pakaian,2025-11-14 20:00:00
PROD-0355,komik jepang lama,45000,0,buku,Apr 20
PROD-0081,laptop gaming i7,0,12,elektronik,2025-05-18 12:00:00
PROD-0314,baju anak laki-laki,0,0,44,PAKAIAN
PROD-0040,powerbank 10000mah,0,12,elektronik,Aug 22
PROD-1789,mouse wireless,15,0,elektronik,2026-03-18 00:00:00
PROD-1748,hp android murah,0,0,31,elektronik murah
PROD-1707,hp android murah,0,12,elektronik,2025-04-12 00:00:00
PROD-1474,kaos polos combed,120,12,pakaian,Apr 26
PROD-1433,kemeja flanel keren,45,0,pakaian,2025-07-12 00:00:00
PROD-0397,baju anak perempuan,16000,12,pakaian,2025-06-20 13:00:00
PROD-0356,komik jepang lama,45,0,buku,2025-05-18 12:00:00
PROD-0082,kamus bahasa inggris,15,0,buku,Aug 20
PROD-0315,baju anak laki-laki,0,0,-5,clothes
PROD-0041,komik jepang lama,15000,12,buku,2025-12-06 7:00:00
PROD-1749,hp android murah,0,0,kosong,elektronik
PROD-1708,baju bayi,45,29,pakaian,2025-01-30 8:00:00
PROD-1475,laptop gaming i7,0,0,elektronik,2026-01-28 00:00:00
PROD-1434,novel fiksi terjemahan,15000,0,buku,2025-10-23 00:00:00
PROD-0001,novel fiksi terjemahan,120,12,buku,Mar 12
PROD-0398,komik jepang lama,0,0,buku,2025-02-07 00:00:00
PROD-0357,laptop gaming i7,120000,12,elektronik,Apr 21
PROD-0083,novel fiksi terjemahan,0,0,buku,2025-03-26 23:00:00
PROD-0316,charger type-c fast,15,0,elektronik,Feb 10
PROD-1160,buku pemrograman python,15000,0,buku,2025-01-21 00:00:00
PROD-0042,kemeja flanel keren,0,0,pakaian,2025-02-04 14:00:00
PROD-1709,buku pemrograman python,0,0,null,BUKU
PROD-1476,hp android murah,45,0,elektronik,May 05
PROD-1435,laptop gaming i7,48000,0,elektronik,May 25
PROD-1120,baju anak laki-laki,0,4,pakaian,Sep 19
PROD-0002,mouse wireless,0,0,-5,ELEKTRONIK
PROD-0399,kemeja flanel keren,45000,12,pakaian,2025-10-03 00:00:00
PROD-0358,hp android murah,120,12,elektronik,2025-07-08 00:00:00
PROD-0084,baju bayi,15000,66,pakaian,2025-12-05 00:00:00
PROD-0317,baju anak perempuan,0,0,pakaian,2025-04-15 12:00:00
PROD-1161,hp android murah,0,73,elektronik,2025-09-04 00:00:00
PROD-0043,laptop gaming i7,128000,0,elektronik,May 19
PROD-1477,mouse wireless,15000,0,elektronik,2025-05-18 12:00:00
PROD-1436,laptop gaming i7,45000,12,elektronik,Aug 22
PROD-1121,laptop gaming i7,0,0,elektronik,2025-05-18 12:00:00
PROD-0003,laptop gaming i7,45,0,elektronik,Jan 24
PROD-0359,powerbank 10000mah,45,12,elektronik,2025-03-04 7:00:00
PROD-0085,baju anak laki-laki,0,0,12,pakaian
PROD-0318,hp android murah,120000,0,elektronik,2025-05-18 12:00:00
PROD-1162,buku pemrograman python,120,12,buku,2025-05-18 12:00:00
PROD-0044,laptop gaming i7,48000,0,elektronik,2026-03-02 00:00:00
PROD-1478,kaos polos combed,0,0,23,pakian
PROD-1437,kemeja flanel keren,0,0,kosong,PAKAIAN
PROD-1122,charger type-c fast,45000,12,elektronik,Mar 19
PROD-0004,mouse wireless,0,0,-5,elektronik
PROD-0086,buku mewarnai anak,16000,0,buku,Sep 20
PROD-0319,baju anak perempuan,0,0,pakaian,2025-11-23 2:00:00
PROD-1163,kaos polos combed,48000,0,pakaian,2025-06-14 00:00:00
PROD-0045,baju anak laki-laki,45,18,pakaian,2025-08-24 00:00:00
PROD-1479,kemeja flanel keren,0,12,pakaian,Mar 20
PROD-1438,baju anak laki-laki,0,0,28,pakaian
PROD-1123,kaos polos combed,45,43,pakaian,2025-09-14 00:00:00
PROD-0005,powerbank 10000mah,45,0,elektronik,Mar 23
PROD-0087,komik jepang lama,0,0,kosong,BUKU
PROD-1164,powerbank 10000mah,120000,0,elektronik,2025-10-02 18:00:00
PROD-0046,buku pemrograman python,120000,12,buku,2025-08-29 00:00:00
PROD-1439,baju bayi,128000,39,pakaian,2026-01-23 00:00:00
PROD-1124,powerbank 10000mah,15000,0,elektronik,2025-05-22 00:00:00
PROD-0006,baju anak perempuan,15,0,pakaian,2026-03-19 12:00:00
PROD-0088,kaos polos combed,45000,12,pakaian,2025-10-03 12:00:00
PROD-1165,powerbank 10000mah,0,0,null,elektronik
PROD-0047,buku mewarnai anak,120,0,buku,May 27
PROD-0007,baju anak perempuan,0,0,pakaian,2025-05-05 15:00:00
PROD-0089,kamus bahasa inggris,120000,0,buku,2025-04-16 20:00:00
PROD-1166,charger type-c fast,15000,12,elektronik,Apr 20
PROD-0048,novel fiksi terjemahan,15,85,buku,2026-01-20 6:00:00
PROD-1125,powerbank 10000mah,128000,0,elektronik,2025-05-18 12:00:00
PROD-0008,buku pemrograman python,45000,34,buku,2025-05-18 12:00:00
PROD-1167,kaos polos combed,15000,42,pakaian,Apr 01
PROD-0049,kemeja flanel keren,0,0,kosong,pakaian
PROD-1126,mouse wireless,15,0,elektronik,2025-05-18 12:00:00
PROD-0009,buku mewarnai anak,120000,12,buku,2025-05-18 12:00:00
PROD-1168,buku pemrograman python,0,0,63,buku
PROD-1127,komik jepang lama,45000,0,buku,2025-06-08 6:00:00
PROD-1169,kemeja flanel keren,120,47,pakaian,Feb 03
PROD-1128,kemeja flanel keren,0,12,pakaian,2025-03-17 10:00:00
PROD-1129,buku pemrograman python,0,0,buku,Dec 06
PROD-0780,baju bayi,15000,16,pakaian,2025-10-19 20:00:00
PROD-0781,mouse wireless,0,0,elektronik,2025-05-18 12:00:00
PROD-0740,baju anak laki-laki,128000,0,pakaian,Apr 15
PROD-0782,baju anak perempuan,15000,15,pakaian,2025-02-20 00:00:00
PROD-0741,laptop gaming i7,120,0,elektronik,2025-05-18 12:00:00
PROD-0700,novel fiksi terjemahan,0,0,buku,2025-12-24 00:00:00
PROD-0783,buku pemrograman python,0,0,12,buku bacaan
PROD-0742,komik jepang lama,0,0,null,buku bacaan
PROD-0701,baju anak laki-laki,0,12,pakaian,Feb 15
PROD-0784,laptop gaming i7,45000,12,elektronik,2025-05-18 12:00:00
PROD-0743,kemeja flanel keren,0,0,12,pakaian
PROD-0702,kamus bahasa inggris,48000,27,buku,2025-05-18 12:00:00
PROD-0785,mouse wireless,15000,0,elektronik,Jan 01
PROD-0744,kamus bahasa inggris,0,0,buku,Jan 05
PROD-0470,hp android murah,0,12,elektronik,2025-05-18 12:00:00
PROD-0703,kamus bahasa inggris,120000,22,buku,Jul 14
PROD-0786,kamus bahasa inggris,15000,0,buku,2025-08-12 00:00:00
PROD-0745,mouse wireless,0,12,elektronik,2025-08-18 3:00:00
PROD-0471,baju anak laki-laki,45000,12,pakaian,Feb 07
PROD-0704,kemeja flanel keren,45,0,pakaian,2026-02-13 9:00:00
PROD-0430,buku mewarnai anak,0,0,buku,2025-05-18 12:00:00
PROD-1590,charger type-c fast,0,70,elektronik,2025-05-18 12:00:00
PROD-0787,baju anak perempuan,48000,0,pakaian,2025-10-21 00:00:00
PROD-0746,mouse wireless,0,0,elektronik,2025-11-11 18:00:00
PROD-0472,buku mewarnai anak,0,12,buku,2025-07-09 00:00:00
PROD-0705,charger type-c fast,15000,0,elektronik,Oct 29
PROD-0431,buku pemrograman python,120000,95,buku,2025-02-20 00:00:00
PROD-1591,komik jepang lama,15,0,buku,2025-08-31 00:00:00
PROD-1550,laptop gaming i7,45,0,elektronik,2025-07-02 8:00:00
PROD-0788,laptop gaming i7,120,12,elektronik,Feb 02
PROD-0747,mouse wireless,120,77,elektronik,Jul 19
PROD-0473,laptop gaming i7,0,80,elektronik,2025-12-02 00:00:00
PROD-0706,novel fiksi terjemahan,15,0,buku,2025-10-31 00:00:00
PROD-0432,komik jepang lama,128000,12,buku,2025-05-18 12:00:00
PROD-1592,laptop gaming i7,120000,0,elektronik,2026-02-28 22:00:00
PROD-1551,baju bayi,120000,0,pakaian,2025-05-18 12:00:00
PROD-1510,baju anak perempuan,120000,42,pakaian,May 05
PROD-0789,buku pemrograman python,48000,77,buku,2025-04-25 7:00:00
PROD-0748,baju bayi,0,0,pakaian,2025-05-18 12:00:00
PROD-0474,charger type-c fast,45,0,elektronik,2025-08-03 00:00:00
PROD-0707,hp android murah,0,0,elektronik,2026-03-22 17:00:00
PROD-0433,buku pemrograman python,120000,0,buku,2025-05-18 12:00:00
PROD-1593,powerbank 10000mah,0,56,elektronik,2025-05-18 12:00:00
PROD-1552,mouse wireless,0,0,null,elektronik
PROD-1511,buku pemrograman python,48000,0,buku,2025-03-26 10:00:00
PROD-0749,baju anak perempuan,45000,0,pakaian,Jun 26
PROD-0475,laptop gaming i7,0,0,elektronik,2026-01-31 00:00:00
PROD-0708,baju bayi,48000,0,pakaian,2025-05-18 12:00:00
PROD-0434,laptop gaming i7,120,0,elektronik,Feb 16
PROD-0160,kamus bahasa inggris,15000,12,buku,2025-10-07 9:00:00
PROD-1594,mouse wireless,0,0,elektronik,2026-03-12 19:00:00
PROD-1553,komik jepang lama,0,12,buku,2025-01-09 21:00:00
PROD-1512,buku mewarnai anak,0,43,buku,Feb 20
PROD-0476,laptop gaming i7,15,94,elektronik,2025-12-31 1:00:00
PROD-0709,buku mewarnai anak,45,0,buku,2025-10-26 00:00:00
PROD-0435,laptop gaming i7,15000,0,elektronik,2025-05-18 12:00:00
PROD-0161,mouse wireless,15000,0,elektronik,2025-05-18 12:00:00
PROD-0120,buku pemrograman python,45000,87,buku,Nov 14
PROD-1595,powerbank 10000mah,128000,0,elektronik,2026-01-03 22:00:00
PROD-1554,novel fiksi terjemahan,128000,0,buku,2025-05-18 12:00:00
PROD-1513,mouse wireless,45000,0,elektronik,2025-12-21 00:00:00
PROD-0477,buku mewarnai anak,45000,16,buku,2025-05-18 12:00:00
PROD-0436,baju anak perempuan,0,0,null,clothes
PROD-1280,komik jepang lama,0,0,49,BUKU
PROD-0162,buku pemrograman python,0,0,35,buku bacaan
PROD-0121,buku mewarnai anak,45000,12,buku,2025-09-22 00:00:00
PROD-1596,laptop gaming i7,15000,0,elektronik,2025-09-09 00:00:00
PROD-1555,kemeja flanel keren,0,0,pakaian,2025-07-11 00:00:00
PROD-1514,kamus bahasa inggris,15000,12,buku,2025-09-25 23:00:00
PROD-0478,charger type-c fast,45000,12,elektronik,2025-04-01 00:00:00
PROD-0437,hp android murah,128000,0,elektronik,Jun 25
PROD-1281,mouse wireless,120,0,elektronik,Mar 18
PROD-0163,baju anak laki-laki,0,0,pakaian,2026-01-25 00:00:00
PROD-1240,baju anak laki-laki,0,0,pakaian,2025-07-23 17:00:00
PROD-0122,novel fiksi terjemahan,128000,12,buku,2025-12-14 14:00:00
PROD-1597,novel fiksi terjemahan,45000,0,buku,Aug 11
PROD-1556,buku pemrograman python,128000,12,buku,2025-11-03 00:00:00
PROD-1515,charger type-c fast,120000,0,elektronik,2025-06-03 00:00:00
PROD-0479,buku pemrograman python,45000,0,buku,2025-03-28 14:00:00
PROD-0438,komik jepang lama,128000,0,buku,2025-05-18 12:00:00
PROD-1282,hp android murah,0,0,55,ELEKTRONIK
PROD-0164,kemeja flanel keren,128000,12,pakaian,Aug 26
PROD-1241,baju bayi,16000,0,pakaian,2025-05-23 20:00:00
PROD-0123,baju anak perempuan,0,0,pakaian,2025-12-31 00:00:00
PROD-1200,hp android murah,48000,12,elektronik,2025-05-18 12:00:00
PROD-1598,buku mewarnai anak,45000,0,buku,2025-07-06 21:00:00
PROD-1557,novel fiksi terjemahan,0,12,buku,2026-01-10 0:00:00
PROD-1516,baju anak laki-laki,0,0,null,clothes
PROD-0439,kemeja flanel keren,120000,67,pakaian,2026-02-27 22:00:00
PROD-1283,buku mewarnai anak,0,51,buku,2025-05-18 12:00:00
PROD-0165,kamus bahasa inggris,0,0,buku,2025-04-07 10:00:00
PROD-1242,kaos polos combed,15000,0,pakaian,2025-04-15 00:00:00
PROD-0124,charger type-c fast,120,17,elektronik,Aug 16
PROD-1201,charger type-c fast,45,0,elektronik,2025-11-15 00:00:00
PROD-1599,komik jepang lama,15000,61,buku,Nov 25
PROD-1558,komik jepang lama,15,12,buku,2025-05-18 12:00:00
PROD-1517,kemeja flanel keren,0,0,pakaian,Apr 15
PROD-1284,baju bayi,0,0,pakaian,2025-05-18 12:00:00
PROD-0166,hp android murah,0,0,elektronik,2025-04-12 00:00:00
PROD-1243,charger type-c fast,120000,0,elektronik,2025-08-20 2:00:00
PROD-0125,charger type-c fast,15000,0,elektronik,Aug 18
PROD-1202,baju bayi,0,0,pakaian,2025-05-18 12:00:00
PROD-1559,powerbank 10000mah,0,0,kosong,elektronik murah
PROD-1518,baju anak laki-laki,0,0,pakaian,2025-07-27 00:00:00
PROD-1285,powerbank 10000mah,15,0,elektronik,2025-01-20 00:00:00
PROD-0167,mouse wireless,120000,0,elektronik,2025-02-25 1:00:00
PROD-1244,mouse wireless,0,0,kosong,elektronik
PROD-0126,novel fiksi terjemahan,15000,12,buku,2025-01-16 00:00:00
PROD-1203,mouse wireless,0,0,null,elektronik
PROD-1519,novel fiksi terjemahan,15000,0,buku,2025-12-20 7:00:00
PROD-1286,baju anak laki-laki,45000,0,pakaian,2025-05-18 12:00:00
PROD-0168,hp android murah,0,0,elektronik,2025-02-11 21:00:00
PROD-1245,kaos polos combed,0,0,kosong,PAKAIAN
PROD-0127,charger type-c fast,0,12,elektronik,2025-05-18 12:00:00
PROD-1204,laptop gaming i7,16000,17,elektronik,2025-02-11 14:00:00
PROD-1287,hp android murah,0,0,elektronik,Sep 27
PROD-0169,mouse wireless,120000,0,elektronik,2025-10-16 00:00:00
PROD-1246,laptop gaming i7,0,0,elektronik,Oct 27
PROD-0128,hp android murah,15000,0,elektronik,2025-12-13 1:00:00
PROD-1205,novel fiksi terjemahan,15000,12,buku,2025-01-26 15:00:00
PROD-1288,laptop gaming i7,120,12,elektronik,2025-05-18 12:00:00
PROD-1247,charger type-c fast,45000,12,elektronik,Mar 16
PROD-0129,kamus bahasa inggris,15000,12,buku,2025-05-24 00:00:00
PROD-1206,mouse wireless,120000,83,elektronik,2025-05-18 12:00:00
PROD-1289,hp android murah,48000,63,elektronik,2025-05-18 12:00:00
PROD-1248,komik jepang lama,45000,0,buku,2025-03-31 00:00:00
PROD-1207,laptop gaming i7,45000,0,elektronik,Jun 20
PROD-1249,powerbank 10000mah,128000,35,elektronik,2025-06-07 00:00:00
PROD-1208,novel fiksi terjemahan,120000,0,buku,2026-03-14 10:00:00
PROD-1209,baju bayi,120000,12,pakaian,2025-01-27 00:00:00
PROD-0860,mouse wireless,120000,0,elektronik,Nov 08
PROD-0861,kemeja flanel keren,45000,12,pakaian,2026-01-08 14:00:00
PROD-0820,kemeja flanel keren,120,12,pakaian,2025-05-18 12:00:00
PROD-0862,buku pemrograman python,48000,12,buku,2025-10-23 00:00:00
PROD-0821,baju bayi,16000,0,pakaian,2025-05-18 12:00:00
PROD-0863,baju anak laki-laki,0,0,pakaian,2025-12-19 5:00:00
PROD-0822,powerbank 10000mah,128000,19,elektronik,2025-05-18 12:00:00
PROD-0864,laptop gaming i7,0,0,null,ELEKTRONIK
PROD-0590,baju anak laki-laki,15000,12,pakaian,Mar 20
PROD-0823,baju bayi,15000,81,pakaian,Jun 02
PROD-0865,charger type-c fast,15000,0,elektronik,2025-05-18 12:00:00
PROD-0591,buku mewarnai anak,0,0,buku,2025-05-18 12:00:00
PROD-0824,baju bayi,120000,0,pakaian,Jul 25
PROD-0550,baju anak perempuan,120000,0,pakaian,Feb 06
PROD-0866,charger type-c fast,0,0,elektronik,2026-01-10 0:00:00
PROD-0592,buku pemrograman python,0,0,-5,buku
PROD-0825,novel fiksi terjemahan,0,0,kosong,buku bacaan
PROD-0551,laptop gaming i7,0,31,elektronik,Dec 02
PROD-0510,baju anak laki-laki,120000,12,pakaian,2025-05-18 12:00:00
PROD-1670,mouse wireless,45000,0,elektronik,2025-07-12 00:00:00
PROD-0867,baju bayi,0,0,12,pakian
PROD-0593,kaos polos combed,15000,0,pakaian,Mar 14
PROD-0826,mouse wireless,120000,0,elektronik,Oct 02
PROD-0552,powerbank 10000mah,15,16,elektronik,2025-06-24 00:00:00
PROD-0511,kaos polos combed,15,12,pakaian,2025-05-18 12:00:00
PROD-1671,novel fiksi terjemahan,45000,0,buku,2025-05-18 12:00:00
PROD-1630,kemeja flanel keren,120000,31,pakaian,2025-03-09 9:00:00
PROD-0868,kamus bahasa inggris,45000,0,buku,Sep 24
PROD-0594,laptop gaming i7,0,0,elektronik,Sep 30
PROD-0827,baju bayi,0,70,pakaian,2025-05-18 12:00:00
PROD-0553,komik jepang lama,120000,0,buku,Jul 28
PROD-0512,kaos polos combed,0,93,pakaian,2025-01-25 00:00:00
PROD-1672,kaos polos combed,128000,0,pakaian,2025-05-18 12:00:00
PROD-1631,kemeja flanel keren,120000,71,pakaian,2025-09-07 00:00:00
PROD-0869,buku pemrograman python,48000,74,buku,2025-05-18 12:00:00
PROD-0595,baju anak laki-laki,48000,0,pakaian,2025-05-18 12:00:00
PROD-0828,charger type-c fast,15,78,elektronik,Jun 03
PROD-0554,buku pemrograman python,16000,0,buku,2025-08-04 00:00:00
PROD-0280,kamus bahasa inggris,120000,0,buku,May 24
PROD-0513,buku pemrograman python,0,0,buku,2025-05-18 12:00:00
PROD-1673,mouse wireless,48000,32,elektronik,2026-03-22 19:00:00
PROD-1632,kemeja flanel keren,0,34,pakaian,2025-04-30 00:00:00
PROD-0596,baju bayi,120000,0,pakaian,2025-05-18 12:00:00
PROD-0829,kaos polos combed,15000,12,pakaian,2026-01-06 00:00:00
PROD-0555,mouse wireless,120000,0,elektronik,2026-02-28 22:00:00
PROD-0281,kamus bahasa inggris,45000,12,buku,2026-01-10 8:00:00
PROD-0514,kaos polos combed,120,0,pakaian,2025-08-16 00:00:00
PROD-0240,baju anak laki-laki,120000,0,pakaian,2025-12-23 9:00:00
PROD-1674,powerbank 10000mah,0,0,kosong,elektronik murah
PROD-1633,buku mewarnai anak,0,0,buku,Feb 20
PROD-0597,baju bayi,48000,19,pakaian,2025-12-14 11:00:00
PROD-0556,laptop gaming i7,15000,0,elektronik,2025-04-15 00:00:00
PROD-0282,baju anak laki-laki,0,0,pakaian,2025-05-18 12:00:00
PROD-0515,buku pemrograman python,45,0,buku,Aug 08
PROD-0241,baju anak perempuan,120000,12,pakaian,2025-05-18 12:00:00
PROD-0200,buku pemrograman python,0,0,buku,Apr 10
PROD-1675,kaos polos combed,15000,0,pakaian,Oct 24
PROD-1634,hp android murah,0,0,elektronik,2026-02-15 00:00:00
PROD-0598,baju anak perempuan,0,12,pakaian,2025-12-14 5:00:00
PROD-0557,powerbank 10000mah,128000,12,elektronik,Nov 28
PROD-0283,novel fiksi terjemahan,15,12,buku,2025-07-01 12:00:00
PROD-0516,baju bayi,0,0,kosong,pakian
PROD-1360,laptop gaming i7,15,48,elektronik,Nov 06
PROD-0242,hp android murah,120,0,elektronik,2025-06-19 22:00:00
PROD-0201,powerbank 10000mah,15,12,elektronik,2025-05-18 12:00:00
PROD-1676,baju anak laki-laki,0,0,pakaian,2025-12-10 18:00:00
PROD-1635,charger type-c fast,0,0,null,elektronik murah
PROD-0599,baju anak laki-laki,120000,12,pakaian,2025-01-15 6:00:00
PROD-0558,charger type-c fast,0,0,-5,elektronik murah
PROD-0284,kaos polos combed,16000,0,pakaian,2026-01-15 00:00:00
PROD-0517,kamus bahasa inggris,0,0,buku,2025-08-02 18:00:00
PROD-1361,buku mewarnai anak,15000,19,buku,Mar 01
PROD-0243,baju bayi,15000,0,pakaian,2025-05-18 12:00:00
PROD-1320,baju anak perempuan,0,0,null,PAKAIAN
PROD-0202,hp android murah,0,29,elektronik,2025-09-23 18:00:00
PROD-1677,kamus bahasa inggris,0,0,8,buku
PROD-1636,hp android murah,0,0,elektronik,2025-09-12 8:00:00
PROD-0559,komik jepang lama,0,0,71,BUKU
PROD-0285,kemeja flanel keren,16000,68,pakaian,2025-02-12 00:00:00
PROD-0518,hp android murah,0,29,elektronik,Mar 31
PROD-1362,mouse wireless,0,0,32,elektronik
PROD-0244,kemeja flanel keren,0,0,pakaian,Jan 23
PROD-1321,baju anak perempuan,0,0,12,PAKAIAN
PROD-0203,komik jepang lama,0,0,kosong,buku bacaan
PROD-1678,hp android murah,16000,0,elektronik,Apr 02
PROD-1637,powerbank 10000mah,15,0,elektronik,2025-01-31 00:00:00
PROD-0286,kaos polos combed,48000,12,pakaian,2025-11-12 00:00:00
PROD-0519,buku pemrograman python,0,0,kosong,buku bacaan
PROD-1363,kemeja flanel keren,45000,0,pakaian,Mar 18
PROD-0245,charger type-c fast,0,0,-5,ELEKTRONIK
PROD-1322,kamus bahasa inggris,0,59,buku,Jul 23
PROD-0204,komik jepang lama,120,0,buku,2025-05-18 12:00:00
PROD-1679,laptop gaming i7,120000,12,elektronik,Jun 15
PROD-1638,laptop gaming i7,45,0,elektronik,2025-03-08 4:00:00
PROD-0287,mouse wireless,0,0,12,ELEKTRONIK
PROD-1364,hp android murah,0,0,elektronik,2025-12-17 3:00:00
PROD-0246,mouse wireless,15,71,elektronik,2025-10-07 00:00:00
PROD-1090,hp android murah,16000,0,elektronik,2025-08-10 00:00:00
PROD-1323,hp android murah,120000,0,elektronik,2025-05-18 12:00:00
PROD-0205,kamus bahasa inggris,128000,0,buku,Nov 27
PROD-1639,baju bayi,15,0,pakaian,2025-05-03 12:00:00
PROD-0288,buku mewarnai anak,48000,84,buku,2025-05-18 12:00:00
PROD-1365,powerbank 10000mah,0,12,elektronik,2025-12-07 00:00:00
PROD-0247,baju anak laki-laki,0,0,27,pakaian
PROD-1091,baju anak laki-laki,45,0,pakaian,2025-03-31 00:00:00
PROD-1324,charger type-c fast,0,0,elektronik,2025-09-14 00:00:00
PROD-0206,kemeja flanel keren,0,13,pakaian,2025-07-11 4:00:00
PROD-1050,hp android murah,0,0,elektronik,2026-03-13 00:00:00
PROD-0289,kemeja flanel keren,0,0,-5,clothes
PROD-1366,baju anak laki-laki,16000,0,pakaian,Oct 02
PROD-0248,laptop gaming i7,0,0,kosong,ELEKTRONIK
PROD-1092,komik jepang lama,120000,0,buku,May 19
PROD-1325,kaos polos combed,0,13,pakaian,2025-05-18 12:00:00
PROD-0207,novel fiksi terjemahan,128000,11,buku,2025-05-18 12:00:00
PROD-1051,buku mewarnai anak,0,0,12,buku
PROD-1010,mouse wireless,15000,0,elektronik,2025-12-31 00:00:00
PROD-1367,hp android murah,0,0,elektronik,Jan 29
PROD-0249,kaos polos combed,120000,0,pakaian,2025-12-09 17:00:00
PROD-1093,mouse wireless,0,0,elektronik,2025-12-28 17:00:00
PROD-1326,novel fiksi terjemahan,45,53,buku,2025-05-31 00:00:00
PROD-0208,charger type-c fast,15000,0,elektronik,2025-05-18 12:00:00
PROD-1052,powerbank 10000mah,120000,12,elektronik,2025-07-08 23:00:00
PROD-1011,kamus bahasa inggris,0,0,kosong,buku bacaan
PROD-1368,buku mewarnai anak,45,12,buku,Jan 09
PROD-1094,buku mewarnai anak,0,0,-5,buku bacaan
PROD-1327,buku mewarnai anak,0,0,buku,Dec 20
PROD-0209,buku pemrograman python,0,12,buku,2025-08-19 00:00:00
PROD-1053,novel fiksi terjemahan,16000,40,buku,2025-11-27 22:00:00
PROD-1012,baju anak perempuan,15000,12,pakaian,2025-05-18 12:00:00
PROD-1369,laptop gaming i7,45000,0,elektronik,2025-05-18 12:00:00
PROD-1095,laptop gaming i7,0,0,elektronik,2025-05-18 12:00:00
PROD-1328,baju anak laki-laki,0,60,pakaian,2025-05-18 12:00:00
PROD-1054,baju anak perempuan,0,0,kosong,pakaian
PROD-1013,novel fiksi terjemahan,0,0,kosong,buku
PROD-1096,hp android murah,15000,0,elektronik,2025-08-14 00:00:00
PROD-1329,buku pemrograman python,48000,31,buku,2025-12-03 00:00:00
PROD-1055,komik jepang lama,15000,0,buku,2026-03-17 00:00:00
PROD-1014,powerbank 10000mah,48000,0,elektronik,2025-12-23 9:00:00
PROD-1097,novel fiksi terjemahan,120000,18,buku,2025-05-18 12:00:00
PROD-1056,kemeja flanel keren,0,0,kosong,clothes
PROD-1015,mouse wireless,45,17,elektronik,2025-05-18 12:00:00
PROD-1098,mouse wireless,0,0,elektronik,2025-08-02 10:00:00
PROD-1057,kaos polos combed,16000,43,pakaian,2025-02-15 00:00:00
PROD-1016,laptop gaming i7,48000,7,elektronik,2025-01-26 00:00:00
PROD-1099,kamus bahasa inggris,120,12,buku,2025-05-15 00:00:00
PROD-1058,kamus bahasa inggris,0,0,buku,2025-08-09 0:00:00
PROD-1017,buku pemrograman python,120,0,buku,Mar 19
PROD-1059,mouse wireless,0,0,-5,ELEKTRONIK
PROD-1018,kamus bahasa inggris,128000,0,buku,Jan 27
PROD-1019,mouse wireless,0,0,-5,elektronik
PROD-0980,buku mewarnai anak,0,0,null,buku bacaan
PROD-0981,mouse wireless,0,0,kosong,ELEKTRONIK
PROD-0940,baju anak perempuan,0,0,kosong,pakian
PROD-0900,buku pemrograman python,15000,0,buku,2025-04-26 00:00:00
PROD-0982,laptop gaming i7,120,0,elektronik,2025-05-18 12:00:00
PROD-0941,novel fiksi terjemahan,45000,12,buku,2025-05-18 12:00:00
PROD-0901,hp android murah,48000,0,elektronik,2025-11-17 00:00:00
PROD-0983,kamus bahasa inggris,0,0,-5,BUKU
PROD-0942,baju anak laki-laki,45000,0,pakaian,2025-01-08 00:00:00
PROD-0902,novel fiksi terjemahan,128000,12,buku,2025-01-14 17:00:00
PROD-0984,komik jepang lama,15,12,buku,2025-02-17 00:00:00
PROD-0943,kamus bahasa inggris,0,0,buku,2025-12-27 00:00:00
PROD-0670,komik jepang lama,120000,0,buku,Jul 02
PROD-0903,baju anak perempuan,120,0,pakaian,2025-11-17 00:00:00
PROD-0985,komik jepang lama,15000,11,buku,2025-04-09 00:00:00
PROD-0944,novel fiksi terjemahan,15000,0,buku,2025-10-11 00:00:00
PROD-0671,kamus bahasa inggris,128000,0,buku,Mar 22
PROD-0904,hp android murah,45000,0,elektronik,2025-05-18 12:00:00
PROD-0630,baju anak perempuan,120000,0,pakaian,2025-05-18 12:00:00
PROD-0986,novel fiksi terjemahan,120000,0,buku,2026-03-17 00:00:00
PROD-0945,kamus bahasa inggris,0,0,12,BUKU
PROD-1790,kaos polos combed,0,0,pakaian,2025-04-01 00:00:00
PROD-0672,buku mewarnai anak,45000,12,buku,2025-05-18 12:00:00
PROD-0905,laptop gaming i7,48000,0,elektronik,2025-05-18 12:00:00
PROD-0631,mouse wireless,120000,12,elektronik,2026-03-09 00:00:00
PROD-0987,laptop gaming i7,48000,0,elektronik,2025-08-24 23:00:00
PROD-0946,kaos polos combed,15000,0,pakaian,2025-05-01 14:00:00
PROD-1791,baju anak laki-laki,120,0,pakaian,Jul 26
PROD-1750,baju anak perempuan,0,12,pakaian,Jul 12
PROD-0673,kemeja flanel keren,0,0,kosong,clothes
PROD-0906,komik jepang lama,45000,74,buku,Feb 16
PROD-0632,laptop gaming i7,128000,0,elektronik,2025-03-09 00:00:00
PROD-0988,buku pemrograman python,45000,56,buku,Feb 16
