kode_produk,nama_produk,harga,stok,kategori,last_updated
PROD-0674,LAPTOP gaming i7,null,null,ELEKTRONIK,12/06/2025
PROD-0675,BAJU  ANAK PEREMPUAN,$1.00,null,PAKAIAN,26/04/2025
PROD-0676,KAMUS BAHASA INGGRIS,Rp 15.000,12,buku bacaan,19/01/2026
PROD-0677,komik jepang lama,45rb,null,buku,14/11/2025
PROD-0678,baju anak laki-laki,120,-5,pakaian,"Jan 01, 2026"
PROD-0679,POWERBANK 10000mah,15000,null,ELEKTRONIK,04/03/2026
PROD-0680,komik jepang lama,45,null,buku bacaan,2026-02-07 22:00:00
PROD-0681,komik jepang lama,Rp 45.000,kosong,buku,"Aug 14, 2025"
PROD-0682,NOVEL FIKSI TERJEMAHAN,45rb,kosong,BUKU,2025-10-06 15:00:00
PROD-0683,LAPTOP gaming i7,Rp 120.000,null,ELEKTRONIK,2025-12-05 22:00:00
PROD-0684,mouse WIRELESS,120000,3,elektronik murah,25/12/2025
PROD-0685,LAPTOP gaming i7,45rb,40,ELEKTRONIK,2025-06-22 13:00:00
PROD-0686,mouse WIRELESS,"Rp45000,-",12,elektronik murah,1765278000
PROD-0687,hP android murah,"Rp45000,-",58,ELEKTRONIK,1765270800
PROD-0688,buku pemrograman python,null,-5,BUKU,2025-05-30 7:00:00
PROD-0689,POWERBANK 10000mah,"Rp120000,-",kosong,ELEKTRONIK,1740898800
PROD-0690,Buku Mewarnai anak,$1.00,kosong,buku bacaan,2025-11-23 18:00:00
PROD-0691,Buku Mewarnai anak,$8.00,kosong,BUKU,1743040800
PROD-0692,baju anak laki-laki,"Rp45000,-",null,pakaian,2025-07-01 11:00:00
PROD-0693,NOVEL FIKSI TERJEMAHAN,45rb,12,buku,"Mar 23, 2025"
PROD-0694,POWERBANK 10000mah,15000,42,elektronik murah,"Nov 11, 2025"
PROD-0695,kaos polos combed,"Rp45000,-",98,pakaian,2025-01-14 1:00:00
PROD-0696,buku pemrograman python,"Rp15000,-",96,buku bacaan,1771182000
PROD-0697,mouse WIRELESS,"Rp45000,-",-5,elektronik murah,1744286400
PROD-0698,mouse WIRELESS,$1.00,37,elektronik murah,17/06/2025
PROD-0699,KAMUS BAHASA INGGRIS,15000,-5,buku,22/02/2026
PROD-0700,NOVEL FIKSI TERJEMAHAN,Rp 15.000,kosong,buku bacaan,24/12/2025
PROD-0701,BaJu Bayi,15rb,kosong,pakaian,1738396800
PROD-0702,KAMUS BAHASA INGGRIS,$3.00,27,BUKU,1742018400
PROD-0703,KAMUS BAHASA INGGRIS,120000,22,buku,"Jul 14, 2025"
PROD-0704,KEMEJA FLANEL Keren,45,-5,PAKAIAN,2026-02-13 9:00:00
PROD-0705,charger Type-C fast,15000,-5,ELEKTRONIK,"Oct 29, 2025"
PROD-0706,NOVEL FIKSI TERJEMAHAN,15,null,buku bacaan,31/10/2025
PROD-0707,hP android murah,Rp 120.000,kosong,elektronik,2026-03-22 17:00:00
PROD-0708,BaJu Bayi,$3.00,null,pakian,1772647200
PROD-0709,Buku Mewarnai anak,45,-5,buku,26/10/2025
PROD-0710,buku pemrograman python,Rp 120.000,null,buku,26/09/2025
PROD-0711,KAMUS BAHASA INGGRIS,45000,kosong,BUKU,2025-08-02 10:00:00
PROD-0712,buku pemrograman python,null,null,BUKU,1744754400
PROD-0713,kaos polos combed,$8.00,-5,pakian,"Mar 21, 2026"
PROD-0714,Buku Mewarnai anak,Rp 45.000,kosong,buku,29/08/2025
PROD-0715,BAJU  ANAK PEREMPUAN,15,null,pakaian,2025-03-16 17:00:00
PROD-0716,KAMUS BAHASA INGGRIS,15,21,BUKU,"Mar 02, 2026"
PROD-0717,mouse WIRELESS,Rp 120.000,61,ELEKTRONIK,2026-02-20 2:00:00
PROD-0718,komik jepang lama,Rp 45.000,12,buku bacaan,2026-01-18 7:00:00
PROD-0719,NOVEL FIKSI TERJEMAHAN,120rb,null,buku,2025-07-14 19:00:00
PROD-0720,POWERBANK 10000mah,"Rp45000,-",-5,elektronik murah,"May 04, 2025"
PROD-0721,LAPTOP gaming i7,"Rp120000,-",kosong,ELEKTRONIK,07/05/2025
PROD-0722,komik jepang lama,null,55,BUKU,08/06/2025
PROD-0723,LAPTOP gaming i7,Rp 15.000,61,elektronik murah,1759125600
PROD-0724,BAJU  ANAK PEREMPUAN,$3.00,12,PAKAIAN,16/10/2025
PROD-0725,charger Type-C fast,"Rp15000,-",40,elektronik murah,04/06/2025
PROD-0726,BaJu Bayi,45,-5,pakaian,12/09/2025
PROD-0727,komik jepang lama,$3.00,kosong,buku,2025-04-13 2:00:00
PROD-0728,mouse WIRELESS,45,null,elektronik murah,2025-02-26 11:00:00
PROD-0729,kaos polos combed,15,null,pakaian,17/01/2025
PROD-0730,KAMUS BAHASA INGGRIS,45,24,buku,15/04/2025
PROD-0731,hP android murah,$8.00,12,ELEKTRONIK,22/09/2025
PROD-0732,BAJU  ANAK PEREMPUAN,Rp 15.000,-5,pakian,04/02/2025
PROD-0733,KAMUS BAHASA INGGRIS,45,null,buku bacaan,19/03/2026
PROD-0734,charger Type-C fast,Rp 15.000,12,elektronik murah,1752357600
PROD-0735,hP android murah,$8.00,-5,elektronik,"Jun 05, 2025"
PROD-0736,hP android murah,null,null,elektronik,"Mar 11, 2025"
PROD-0737,buku pemrograman python,Rp 120.000,12,BUKU,2025-10-10 8:00:00
PROD-0738,BAJU  ANAK PEREMPUAN,"Rp45000,-",null,pakian,1751925600
PROD-0739,hP android murah,45,kosong,ELEKTRONIK,16/08/2025
PROD-0740,baju anak laki-laki,$8.00,null,PAKAIAN,"Apr 15, 2025"
PROD-0741,LAPTOP gaming i7,120,null,elektronik murah,1766250000
PROD-0742,komik jepang lama,"Rp120000,-",null,buku bacaan,01/10/2025
PROD-0743,KEMEJA FLANEL Keren,"Rp45000,-",12,pakaian,25/01/2025
PROD-0744,KAMUS BAHASA INGGRIS,,kosong,buku,"Jan 05, 2025"
PROD-0745,mouse WIRELESS,null,12,ELEKTRONIK,2025-08-18 3:00:00
PROD-0746,mouse WIRELESS,Rp 120.000,-5,ELEKTRONIK,2025-11-11 18:00:00
PROD-0747,mouse WIRELESS,120,77,elektronik murah,"Jul 19, 2025"
PROD-0748,mouse WIRELESS,$3.00,-5,elektronik murah,2025-05-23 12:00:00
PROD-0749,BAJU  ANAK PEREMPUAN,45rb,null,pakian,"Jun 26, 2025"
PROD-0750,BaJu Bayi,Rp 45.000,12,PAKAIAN,"Feb 27, 2025"
PROD-0751,LAPTOP gaming i7,120000,null,ELEKTRONIK,31/12/2025
PROD-0752,baju anak laki-laki,null,12,pakian,"May 06, 2025"
PROD-0753,komik jepang lama,"Rp120000,-",null,BUKU,20/04/2025
PROD-0754,charger Type-C fast,15rb,12,elektronik,"Dec 08, 2025"
PROD-0755,Buku Mewarnai anak,Rp 45.000,-5,buku,2025-08-10 17:00:00
PROD-0756,KEMEJA FLANEL Keren,120,25,pakian,2025-09-08 10:00:00
PROD-0757,POWERBANK 10000mah,Rp 15.000,12,ELEKTRONIK,2025-05-29 2:00:00
PROD-0758,hP android murah,"Rp120000,-",kosong,elektronik,1772751600
PROD-0759,KAMUS BAHASA INGGRIS,120,null,BUKU,25/05/2025
PROD-0760,NOVEL FIKSI TERJEMAHAN,null,12,BUKU,20/01/2026
PROD-0761,charger Type-C fast,Rp 120.000,null,elektronik,2025-01-30 18:00:00
PROD-0762,LAPTOP gaming i7,,12,elektronik murah,"Mar 21, 2026"
PROD-0763,baju anak laki-laki,120rb,-5,PAKAIAN,21/06/2025
PROD-0764,kaos polos combed,Rp 45.000,75,clothes,1774065600
PROD-0765,komik jepang lama,Rp 120.000,null,buku bacaan,2025-09-20 23:00:00
PROD-0766,BaJu Bayi,45000,null,clothes,"Jan 08, 2026"
PROD-0767,baju anak laki-laki,120000,-5,pakaian,"Apr 05, 2025"
PROD-0768,LAPTOP gaming i7,Rp 120.000,97,elektronik,1743994800
PROD-0769,BAJU  ANAK PEREMPUAN,45000,kosong,pakaian,2026-01-31 11:00:00
PROD-0770,mouse WIRELESS,Rp 120.000,-5,elektronik,1755457200
PROD-0771,kaos polos combed,,31,clothes,2025-12-02 9:00:00
PROD-0772,mouse WIRELESS,null,kosong,elektronik,2025-03-08 11:00:00
PROD-0773,buku pemrograman python,15rb,kosong,BUKU,1770019200
PROD-0774,KEMEJA FLANEL Keren,null,null,PAKAIAN,"Jul 31, 2025"
PROD-0775,LAPTOP gaming i7,$1.00,94,ELEKTRONIK,2025-05-16 0:00:00
PROD-0776,LAPTOP gaming i7,45rb,12,elektronik,10/01/2026
PROD-0777,KAMUS BAHASA INGGRIS,null,-5,BUKU,2026-02-04 22:00:00
PROD-0778,BAJU  ANAK PEREMPUAN,Rp 120.000,-5,pakaian,2025-07-07 18:00:00
PROD-0779,BaJu Bayi,,12,PAKAIAN,1754287200
PROD-0780,BaJu Bayi,15000,16,clothes,2025-10-19 20:00:00
PROD-0781,mouse WIRELESS,Rp 45.000,kosong,elektronik,1759186800
PROD-0782,hP android murah,null,kosong,elektronik,1769950800
PROD-0783,buku pemrograman python,"Rp120000,-",12,buku bacaan,05/01/2025
PROD-0784,LAPTOP gaming i7,45000,12,elektronik,1757437200
PROD-0785,mouse WIRELESS,15rb,kosong,elektronik murah,"Jan 01, 2026"
PROD-0786,KAMUS BAHASA INGGRIS,15000,kosong,buku,12/08/2025
PROD-0787,baju anak laki-laki,15rb,kosong,pakaian,1739811600
PROD-0788,LAPTOP gaming i7,120,12,ELEKTRONIK,"Feb 02, 2025"
PROD-0789,buku pemrograman python,$3.00,77,BUKU,2025-04-25 7:00:00
PROD-0790,buku pemrograman python,$8.00,kosong,BUKU,1749268800
PROD-0791,baju anak laki-laki,$3.00,29,PAKAIAN,"Aug 08, 2025"
PROD-0792,LAPTOP gaming i7,,-5,elektronik murah,1747342800
PROD-0793,LAPTOP gaming i7,"Rp120000,-",12,ELEKTRONIK,1763164800
PROD-0794,KEMEJA FLANEL Keren,15,kosong,clothes,18/07/2025
PROD-0795,NOVEL FIKSI TERJEMAHAN,"Rp45000,-",12,BUKU,2025-05-26 16:00:00
PROD-0796,NOVEL FIKSI TERJEMAHAN,15000,null,buku,18/06/2025
PROD-0797,NOVEL FIKSI TERJEMAHAN,Rp 45.000,kosong,buku,2025-03-31 19:00:00
PROD-0798,NOVEL FIKSI TERJEMAHAN,"Rp120000,-",12,buku bacaan,1767434400
PROD-0799,buku pemrograman python,15000,null,buku bacaan,2025-04-01 17:00:00
PROD-0800,KAMUS BAHASA INGGRIS,45000,null,buku,"Aug 05, 2025"
PROD-0801,hP android murah,null,-5,elektronik,"Apr 10, 2025"
PROD-0802,charger Type-C fast,"Rp45000,-",12,elektronik murah,"Jul 16, 2025"
PROD-0803,Buku Mewarnai anak,$8.00,-5,BUKU,1771455600
PROD-0804,NOVEL FIKSI TERJEMAHAN,,12,buku,1764745200
PROD-0805,mouse WIRELESS,null,55,ELEKTRONIK,26/04/2025
PROD-0806,baju anak laki-laki,120rb,12,pakian,22/01/2026
PROD-0807,KEMEJA FLANEL Keren,15rb,12,clothes,"Dec 02, 2025"
PROD-0808,KAMUS BAHASA INGGRIS,$1.00,12,buku bacaan,2025-10-27 22:00:00
PROD-0809,mouse WIRELESS,$3.00,12,ELEKTRONIK,27/02/2025
PROD-0810,NOVEL FIKSI TERJEMAHAN,15rb,kosong,buku bacaan,"Mar 27, 2026"
PROD-0811,BaJu Bayi,$8.00,null,PAKAIAN,1774267200
PROD-0812,komik jepang lama,45rb,kosong,buku bacaan,1756962000
PROD-0813,kaos polos combed,120rb,null,pakian,16/07/2025
PROD-0814,POWERBANK 10000mah,$1.00,68,ELEKTRONIK,03/06/2025
PROD-0815,KAMUS BAHASA INGGRIS,$3.00,-5,buku,"Oct 30, 2025"
PROD-0816,hP android murah,45,kosong,ELEKTRONIK,2025-07-06 5:00:00
PROD-0817,charger Type-C fast,"Rp120000,-",-5,elektronik,1760677200
PROD-0818,POWERBANK 10000mah,15000,-5,ELEKTRONIK,21/02/2025
PROD-0819,NOVEL FIKSI TERJEMAHAN,120000,null,buku,"Mar 15, 2026"
PROD-0820,KEMEJA FLANEL Keren,120,12,PAKAIAN,1754308800
PROD-0821,BaJu Bayi,$1.00,kosong,PAKAIAN,1766052000
PROD-0822,POWERBANK 10000mah,$8.00,19,elektronik,1739484000
PROD-0823,BaJu Bayi,15rb,81,pakaian,"Jun 02, 2025"
PROD-0824,BaJu Bayi,120000,kosong,clothes,"Jul 25, 2025"
PROD-0825,NOVEL FIKSI TERJEMAHAN,"Rp45000,-",kosong,buku bacaan,28/01/2026
PROD-0826,BaJu Bayi,Rp 120.000,null,pakian,1759273200
PROD-0827,BaJu Bayi,null,70,pakaian,1753869600
PROD-0828,charger Type-C fast,15,78,elektronik,"Jun 03, 2025"
PROD-0829,kaos polos combed,15rb,12,pakaian,06/01/2026
PROD-0830,komik jepang lama,45rb,-5,buku,"May 21, 2025"
PROD-0831,KEMEJA FLANEL Keren,15,null,PAKAIAN,1736557200
PROD-0832,buku pemrograman python,15,-5,buku bacaan,2025-08-25 13:00:00
PROD-0833,BAJU  ANAK PEREMPUAN,15rb,12,pakaian,2025-07-05 12:00:00
PROD-0834,buku pemrograman python,Rp 15.000,null,BUKU,"Sep 18, 2025"
PROD-0835,KAMUS BAHASA INGGRIS,Rp 120.000,12,buku,"Jun 02, 2025"
PROD-0836,charger Type-C fast,15,12,elektronik,"Mar 08, 2026"
PROD-0837,buku pemrograman python,45,12,buku bacaan,2025-01-31 13:00:00
PROD-0838,POWERBANK 10000mah,$3.00,kosong,elektronik murah,1750273200
PROD-0839,mouse WIRELESS,15rb,null,elektronik,2026-03-25 15:00:00
PROD-0840,kaos polos combed,45,kosong,pakian,1751079600
PROD-0841,komik jepang lama,120,21,buku bacaan,"Dec 25, 2025"
PROD-0842,KAMUS BAHASA INGGRIS,Rp 15.000,-5,buku bacaan,2025-09-26 17:00:00
PROD-0843,BaJu Bayi,$1.00,kosong,PAKAIAN,2025-10-08 13:00:00
PROD-0844,baju anak laki-laki,Rp 15.000,kosong,pakian,25/01/2026
PROD-0845,NOVEL FIKSI TERJEMAHAN,$3.00,null,buku,1760076000
PROD-0846,KAMUS BAHASA INGGRIS,"Rp45000,-",12,BUKU,"Jan 20, 2025"
PROD-0847,Buku Mewarnai anak,45rb,kosong,BUKU,2025-12-29 10:00:00
PROD-0848,mouse WIRELESS,,12,ELEKTRONIK,1764954000
PROD-0849,BaJu Bayi,null,73,PAKAIAN,"Jan 31, 2026"
PROD-0850,LAPTOP gaming i7,"Rp15000,-",64,elektronik murah,28/01/2025
PROD-0851,baju anak laki-laki,"Rp120000,-",4,PAKAIAN,06/03/2026
PROD-0852,hP android murah,15,null,ELEKTRONIK,"Apr 18, 2025"
PROD-0853,LAPTOP gaming i7,,12,ELEKTRONIK,2025-01-23 23:00:00
PROD-0854,KAMUS BAHASA INGGRIS,120rb,kosong,BUKU,"Apr 04, 2025"
PROD-0855,baju anak laki-laki,$8.00,kosong,pakian,"Oct 25, 2025"
PROD-0856,baju anak laki-laki,$1.00,12,pakian,1737558000
PROD-0857,mouse WIRELESS,120,60,elektronik murah,"Jul 16, 2025"
PROD-0858,hP android murah,15000,-5,elektronik,1756368000
PROD-0859,kaos polos combed,,null,clothes,2025-02-08 2:00:00
PROD-0860,mouse WIRELESS,120rb,-5,ELEKTRONIK,"Nov 08, 2025"
PROD-0861,KEMEJA FLANEL Keren,45rb,12,PAKAIAN,2026-01-08 14:00:00
PROD-0862,Buku Mewarnai anak,"Rp45000,-",55,BUKU,1746982800
PROD-0863,baju anak laki-laki,Rp 15.000,kosong,clothes,2025-12-19 5:00:00
PROD-0864,LAPTOP gaming i7,"Rp120000,-",null,ELEKTRONIK,1747047600
PROD-0865,charger Type-C fast,15000,null,ELEKTRONIK,1744542000
PROD-0866,charger Type-C fast,Rp 15.000,-5,ELEKTRONIK,2026-01-10 0:00:00
PROD-0867,BaJu Bayi,"Rp45000,-",12,pakian,2026-02-25 14:00:00
PROD-0868,KAMUS BAHASA INGGRIS,45000,-5,buku,"Sep 24, 2025"
PROD-0869,buku pemrograman python,$3.00,74,buku bacaan,1765134000
PROD-0870,KAMUS BAHASA INGGRIS,45rb,-5,BUKU,1768032000
PROD-0871,KEMEJA FLANEL Keren,15000,kosong,clothes,1738033200
PROD-0872,hP android murah,Rp 120.000,-5,ELEKTRONIK,06/03/2026
PROD-0873,KAMUS BAHASA INGGRIS,,-5,buku bacaan,2025-05-12 17:00:00
PROD-0874,charger Type-C fast,45rb,kosong,ELEKTRONIK,28/04/2025
PROD-0875,KEMEJA FLANEL Keren,120rb,12,pakaian,"Jun 09, 2025"
PROD-0876,POWERBANK 10000mah,,kosong,elektronik,"Jun 12, 2025"
PROD-0877,NOVEL FIKSI TERJEMAHAN,Rp 15.000,12,buku,26/09/2025
PROD-0878,komik jepang lama,"Rp45000,-",66,buku bacaan,1741852800
PROD-0879,NOVEL FIKSI TERJEMAHAN,Rp 45.000,null,buku,1737435600
PROD-0880,buku pemrograman python,null,12,buku,2025-09-22 11:00:00
PROD-0881,BaJu Bayi,45,kosong,pakaian,2025-02-04 12:00:00
PROD-0882,buku pemrograman python,45rb,kosong,buku,2025-10-22 22:00:00
PROD-0883,KEMEJA FLANEL Keren,45,12,pakian,2025-09-12 9:00:00
PROD-0884,kaos polos combed,45000,null,pakian,1768939200
PROD-0885,KEMEJA FLANEL Keren,$8.00,-5,PAKAIAN,1764723600
PROD-0886,BAJU  ANAK PEREMPUAN,Rp 15.000,12,pakaian,1741928400
PROD-0887,buku pemrograman python,"Rp15000,-",94,buku,"Jan 28, 2026"
PROD-0888,BaJu Bayi,,null,pakaian,"Jul 14, 2025"
PROD-0889,LAPTOP gaming i7,Rp 15.000,-5,ELEKTRONIK,"Feb 26, 2025"
PROD-0890,BaJu Bayi,120,68,clothes,13/11/2025
PROD-0891,hP android murah,Rp 15.000,-5,elektronik,"Dec 30, 2025"
PROD-0892,charger Type-C fast,"Rp120000,-",12,elektronik,30/05/2025
PROD-0893,KAMUS BAHASA INGGRIS,$3.00,kosong,buku,1738832400
PROD-0894,POWERBANK 10000mah,Rp 45.000,null,ELEKTRONIK,"Dec 08, 2025"
PROD-0895,KAMUS BAHASA INGGRIS,120,null,BUKU,1736607600
PROD-0896,BAJU  ANAK PEREMPUAN,Rp 120.000,-5,pakian,"Oct 14, 2025"
PROD-0897,BaJu Bayi,$1.00,null,PAKAIAN,"Jun 23, 2025"
PROD-0898,charger Type-C fast,15,12,elektronik murah,31/01/2025
PROD-0899,baju anak laki-laki,$1.00,-5,clothes,08/05/2025
PROD-0900,buku pemrograman python,15000,null,BUKU,26/04/2025
PROD-0901,hP android murah,$3.00,kosong,ELEKTRONIK,17/11/2025
PROD-0902,NOVEL FIKSI TERJEMAHAN,$8.00,12,buku,2025-01-14 17:00:00
PROD-0903,BAJU  ANAK PEREMPUAN,120,null,clothes,17/11/2025
PROD-0904,hP android murah,45rb,-5,elektronik,1774054800
PROD-0905,LAPTOP gaming i7,$3.00,kosong,ELEKTRONIK,1761901200
PROD-0906,komik jepang lama,45000,74,buku bacaan,"Feb 16, 2025"
PROD-0907,BAJU  ANAK PEREMPUAN,15,kosong,PAKAIAN,1749697200
PROD-0908,LAPTOP gaming i7,$8.00,12,elektronik,2025-09-29 9:00:00
PROD-0909,Buku Mewarnai anak,45rb,-5,buku,2025-05-15 5:00:00
PROD-0910,komik jepang lama,"Rp120000,-",kosong,buku,2026-02-28 12:00:00
PROD-0911,NOVEL FIKSI TERJEMAHAN,15rb,-5,BUKU,1743753600
PROD-0912,LAPTOP gaming i7,$3.00,-5,elektronik,"Mar 21, 2025"
PROD-0913,LAPTOP gaming i7,15rb,-5,ELEKTRONIK,17/01/2026
PROD-0914,BAJU  ANAK PEREMPUAN,45000,12,pakian,2025-09-23 16:00:00
PROD-0915,BaJu Bayi,Rp 45.000,12,pakaian,2025-07-08 7:00:00
PROD-0916,buku pemrograman python,15000,12,buku bacaan,08/12/2025
PROD-0917,charger Type-C fast,$1.00,null,elektronik murah,2025-06-28 20:00:00
PROD-0918,POWERBANK 10000mah,45,null,elektronik murah,"Aug 05, 2025"
PROD-0919,POWERBANK 10000mah,120,kosong,elektronik murah,2026-01-14 22:00:00
PROD-0920,POWERBANK 10000mah,$1.00,12,ELEKTRONIK,1760389200
PROD-0921,hP android murah,Rp 15.000,90,elektronik murah,1750608000
PROD-0922,charger Type-C fast,120000,kosong,ELEKTRONIK,1769914800
PROD-0923,LAPTOP gaming i7,15000,kosong,elektronik murah,19/11/2025
PROD-0924,LAPTOP gaming i7,"Rp45000,-",82,elektronik murah,"Jul 22, 2025"
PROD-0925,Buku Mewarnai anak,$8.00,12,BUKU,1757196000
PROD-0926,komik jepang lama,Rp 45.000,kosong,buku bacaan,2026-02-05 15:00:00
PROD-0927,buku pemrograman python,120rb,12,buku,1770368400
PROD-0928,hP android murah,Rp 45.000,12,elektronik murah,2025-12-07 6:00:00
PROD-0929,KAMUS BAHASA INGGRIS,$1.00,kosong,buku,1751173200
PROD-0930,baju anak laki-laki,null,12,clothes,2026-02-01 18:00:00
PROD-0931,hP android murah,$1.00,95,elektronik murah,1763845200
PROD-0932,charger Type-C fast,"Rp120000,-",-5,ELEKTRONIK,02/02/2025
PROD-0933,charger Type-C fast,null,52,elektronik murah,1737813600
PROD-0934,KAMUS BAHASA INGGRIS,$3.00,80,BUKU,2025-03-08 3:00:00
PROD-0935,buku pemrograman python,"Rp15000,-",kosong,buku,13/02/2025
PROD-0936,LAPTOP gaming i7,$1.00,null,elektronik,1751835600
PROD-0937,NOVEL FIKSI TERJEMAHAN,Rp 15.000,17,buku,1762387200
PROD-0938,NOVEL FIKSI TERJEMAHAN,null,null,buku,07/02/2025
PROD-0939,charger Type-C fast,45000,12,ELEKTRONIK,"Aug 05, 2025"
PROD-0940,BAJU  ANAK PEREMPUAN,"Rp15000,-",kosong,pakian,2025-06-07 9:00:00
PROD-0941,NOVEL FIKSI TERJEMAHAN,45rb,12,buku,1756922400
PROD-0942,baju anak laki-laki,45000,-5,pakaian,08/01/2025
PROD-0943,KAMUS BAHASA INGGRIS,,kosong,buku bacaan,27/12/2025
PROD-0944,mouse WIRELESS,$3.00,kosong,ELEKTRONIK,2025-11-24 3:00:00
PROD-0945,KAMUS BAHASA INGGRIS,"Rp120000,-",12,BUKU,14/08/2025
PROD-0946,kaos polos combed,15rb,null,clothes,2025-05-01 14:00:00
PROD-0947,mouse WIRELESS,15,91,ELEKTRONIK,2025-08-14 14:00:00
PROD-0948,KEMEJA FLANEL Keren,Rp 45.000,12,pakaian,"Jan 11, 2025"
PROD-0949,POWERBANK 10000mah,Rp 45.000,37,elektronik murah,"Jan 25, 2026"
PROD-0950,baju anak laki-laki,120rb,-5,clothes,11/12/2025
PROD-0951,komik jepang lama,120000,-5,buku bacaan,1757883600
PROD-0952,buku pemrograman python,120,null,buku bacaan,2025-11-12 7:00:00
PROD-0953,KAMUS BAHASA INGGRIS,"Rp45000,-",null,buku,1748386800
PROD-0954,mouse WIRELESS,15000,5,elektronik murah,12/04/2025
PROD-0955,KEMEJA FLANEL Keren,15000,66,pakian,1772618400
PROD-0956,buku pemrograman python,null,-5,buku bacaan,"Jul 24, 2025"
PROD-0957,BAJU  ANAK PEREMPUAN,15,-5,pakian,"Oct 03, 2025"
PROD-0958,charger Type-C fast,45rb,-5,elektronik murah,1742461200
PROD-0959,baju anak laki-laki,45,12,pakaian,"Jan 15, 2025"
PROD-0960,hP android murah,45rb,null,elektronik,1749182400
PROD-0961,baju anak laki-laki,null,null,PAKAIAN,1762236000
PROD-0962,POWERBANK 10000mah,45000,68,ELEKTRONIK,2026-03-24 6:00:00
PROD-0963,POWERBANK 10000mah,"Rp120000,-",74,elektronik murah,"Mar 03, 2026"
PROD-0964,kaos polos combed,"Rp45000,-",12,pakaian,29/08/2025
PROD-0965,kaos polos combed,null,-5,pakian,1764817200
PROD-0966,baju anak laki-laki,$3.00,null,pakaian,1742943600
PROD-0967,buku pemrograman python,120000,-5,buku,"Mar 17, 2026"
PROD-0968,KAMUS BAHASA INGGRIS,45,99,BUKU,"Mar 05, 2026"
PROD-0969,baju anak laki-laki,45,37,PAKAIAN,1750240800
PROD-0970,mouse WIRELESS,Rp 15.000,kosong,ELEKTRONIK,2025-09-22 18:00:00
PROD-0971,KEMEJA FLANEL Keren,120000,12,clothes,2025-01-17 16:00:00
PROD-0972,Buku Mewarnai anak,"Rp120000,-",-5,buku,1767668400
PROD-0973,NOVEL FIKSI TERJEMAHAN,null,-5,BUKU,2026-01-13 8:00:00
PROD-0974,KAMUS BAHASA INGGRIS,120rb,null,buku,"Jan 12, 2026"
PROD-0975,kaos polos combed,15000,12,pakaian,"Dec 28, 2025"
PROD-0976,hP android murah,15000,12,elektronik murah,"Jan 07, 2026"
PROD-0977,KAMUS BAHASA INGGRIS,45000,-5,BUKU,"Sep 24, 2025"
PROD-0978,Buku Mewarnai anak,45,-5,buku bacaan,"Oct 23, 2025"
PROD-0979,mouse WIRELESS,"Rp15000,-",92,ELEKTRONIK,06/10/2025
PROD-0980,Buku Mewarnai anak,"Rp45000,-",null,buku bacaan,16/01/2026
PROD-0981,mouse WIRELESS,"Rp15000,-",kosong,ELEKTRONIK,29/01/2025
PROD-0982,LAPTOP gaming i7,120,-5,elektronik murah,1773468000
PROD-0983,KAMUS BAHASA INGGRIS,"Rp15000,-",-5,BUKU,27/01/2026
PROD-0984,komik jepang lama,15,12,buku,17/02/2025
PROD-0985,komik jepang lama,15000,11,buku,09/04/2025
PROD-0986,NOVEL FIKSI TERJEMAHAN,120rb,kosong,buku,17/03/2026
PROD-0987,LAPTOP gaming i7,$3.00,kosong,elektronik murah,2025-08-24 23:00:00
PROD-0988,buku pemrograman python,45000,56,buku,"Feb 16, 2026"
PROD-0989,NOVEL FIKSI TERJEMAHAN,120,56,buku,2026-01-11 12:00:00
PROD-0990,komik jepang lama,15,12,BUKU,1768885200
PROD-0991,NOVEL FIKSI TERJEMAHAN,15000,kosong,buku,"Jan 23, 2025"
PROD-0992,Buku Mewarnai anak,120rb,12,buku bacaan,2025-10-22 8:00:00
PROD-0993,NOVEL FIKSI TERJEMAHAN,Rp 120.000,kosong,BUKU,21/09/2025
PROD-0994,KAMUS BAHASA INGGRIS,120000,12,buku,2026-02-01 2:00:00
PROD-0995,NOVEL FIKSI TERJEMAHAN,,null,BUKU,1773561600
PROD-0996,Buku Mewarnai anak,45,kosong,buku bacaan,1761498000
PROD-0997,charger Type-C fast,Rp 15.000,-5,elektronik murah,"Sep 15, 2025"
PROD-0998,komik jepang lama,15rb,25,buku,2025-12-31 14:00:00
PROD-0999,Buku Mewarnai anak,Rp 120.000,null,buku,1739577600
PROD-1000,POWERBANK 10000mah,Rp 120.000,kosong,ELEKTRONIK,27/08/2025
PROD-1001,charger Type-C fast,Rp 120.000,98,elektronik,1771344000
PROD-1002,BAJU  ANAK PEREMPUAN,Rp 15.000,-5,pakaian,1762416000
PROD-1003,kaos polos combed,null,12,pakaian,"Sep 05, 2025"
PROD-1004,charger Type-C fast,$3.00,12,elektronik murah,09/08/2025
PROD-1005,kaos polos combed,15rb,-5,pakaian,2025-10-22 15:00:00
PROD-1006,kaos polos combed,120,12,pakaian,2025-01-08 2:00:00
PROD-1007,BaJu Bayi,$1.00,kosong,PAKAIAN,2025-09-14 20:00:00
PROD-1008,mouse WIRELESS,45rb,12,ELEKTRONIK,1762221600
PROD-1009,baju anak laki-laki,120rb,50,clothes,2025-12-19 14:00:00
PROD-1010,mouse WIRELESS,15000,kosong,elektronik murah,31/12/2025
PROD-1011,KAMUS BAHASA INGGRIS,"Rp45000,-",kosong,buku bacaan,1746644400
